name,description,url,downloads,owners,owners_urls
MedPy,Medical image processing in Python,https://pypi.org/project/MedPy/,181039,loli,https://pypi.org/user/loli/
ptwt,Differentiable and gpu enabled fast wavelet transforms in PyTorch,https://pypi.org/project/ptwt/,3868,moritzwolter,https://pypi.org/user/moritzwolter/
autoregressor,Automated entire process of building and training regression based models,https://pypi.org/project/autoregressor/,1972,fakejaydulera,https://pypi.org/user/fakejaydulera/
spada,"Find splicing-led, functional changes of the proteome.",https://pypi.org/project/spada/,82790,hclimente,https://pypi.org/user/hclimente/
richcontext-scholapi,Rich Context API integrations for federating discovery services and metadata exchange across multiple scholarly infrastructure providers,https://pypi.org/project/richcontext-scholapi/,16499,"ceteri,ernestogimeno","https://pypi.org/user/ceteri/,https://pypi.org/user/ernestogimeno/"
tensorflow-gan,TF-GAN: A Generative Adversarial Networks library for TensorFlow.,https://pypi.org/project/tensorflow-gan/,4901809,"joel.shor,tfgan-release","https://pypi.org/user/joel.shor/,https://pypi.org/user/tfgan-release/"
biosimulators-xpp,BioSimulators-compliant command-line interface to the XPP simulation program.,https://pypi.org/project/biosimulators-xpp/,3813,"biosimulators,jonrkarr","https://pypi.org/user/biosimulators/,https://pypi.org/user/jonrkarr/"
mbrl,A PyTorch library for model-based reinforcement learning research,https://pypi.org/project/mbrl/,4190,"luisen,rcalandra","https://pypi.org/user/luisen/,https://pypi.org/user/rcalandra/"
ShowerModel,"Modelling cosmic-ray showers, their light production and its detection",https://pypi.org/project/ShowerModel/,5703,"JaimeRosado,morcuende","https://pypi.org/user/JaimeRosado/,https://pypi.org/user/morcuende/"
lanms,Locality-Aware Non-Maximum Suppression,https://pypi.org/project/lanms/,21873,Sasha93,https://pypi.org/user/Sasha93/
mle-logging,Machine Learning Experiment Logging,https://pypi.org/project/mle-logging/,1362,RobertTLange,https://pypi.org/user/RobertTLange/
equilibrator-cheminfo,"Light adapter classes around Open Babel, RDKit, and ChemAxon for the functionality needed in eQulibrator.",https://pypi.org/project/equilibrator-cheminfo/,7022,"eladnoor,midnighter","https://pypi.org/user/eladnoor/,https://pypi.org/user/midnighter/"
cgminerhttpinterface,HTTP endpoint for CGMiner RPC conforming interfaces,https://pypi.org/project/cgminerhttpinterface/,10024,ryandugan,https://pypi.org/user/ryandugan/
readysetstem_api,Ready Set STEM API,https://pypi.org/project/readysetstem_api/,23021,bsilverman,https://pypi.org/user/bsilverman/
prob,Utilities for creating and working with discreteprobability distributions,https://pypi.org/project/prob/,10284,nuance,https://pypi.org/user/nuance/
visualization,Visualization toolkit for the Berkeley AutoLab.,https://pypi.org/project/visualization/,32583,"mjd3,mmatl,vsatish","https://pypi.org/user/mjd3/,https://pypi.org/user/mmatl/,https://pypi.org/user/vsatish/"
python-qdatamatrix,A PyQt4/PyQt5 widget for viewing and editing a DataMatrix object,https://pypi.org/project/python-qdatamatrix/,105175,smathot,https://pypi.org/user/smathot/
coremltools_windows,Community Tools for CoreML,https://pypi.org/project/coremltools_windows/,12922,tiagoshibata,https://pypi.org/user/tiagoshibata/
ardu-report-lib,Get sensor data over the serial line and send it to an URL (JSON).,https://pypi.org/project/ardu-report-lib/,21690,zwischenloesung,https://pypi.org/user/zwischenloesung/
intonation,"Python module to analyze, study and research the intonation of musical intervals in music recordings.",https://pypi.org/project/intonation/,6384,gopalkoduri,https://pypi.org/user/gopalkoduri/
guiblox,GUI Widgets in Frames,https://pypi.org/project/guiblox/,2450,mclim,https://pypi.org/user/mclim/
indra,Integrated Network and Dynamical Reasoning Assembler,https://pypi.org/project/indra/,89772,bgyori,https://pypi.org/user/bgyori/
configdb,Quick way to store db connection details out of sources,https://pypi.org/project/configdb/,9164,vokimon,https://pypi.org/user/vokimon/
copads,Collection of Python Algorithms and Data Structures,https://pypi.org/project/copads/,20633,mauriceling,https://pypi.org/user/mauriceling/
log2seq,A tool to parse syslog-like messages into word sequences,https://pypi.org/project/log2seq/,12719,cpflat,https://pypi.org/user/cpflat/
spiceypy,A Python Wrapper for the NAIF CSPICE Toolkit,https://pypi.org/project/spiceypy/,445536,andrewannex,https://pypi.org/user/andrewannex/
phate,PHATE,https://pypi.org/project/phate/,112755,scottgigante,https://pypi.org/user/scottgigante/
python-alea,Python wrapper for the IntelliGaze API by Alea Technologies,https://pypi.org/project/python-alea/,17167,esdalmaijer,https://pypi.org/user/esdalmaijer/
tensorflow-mri,A collection of TensorFlow add-ons for computational MRI.,https://pypi.org/project/tensorflow-mri/,8476,jmontalt,https://pypi.org/user/jmontalt/
lifelines,"Survival analysis in Python, including Kaplan Meier, Nelson Aalen and regression",https://pypi.org/project/lifelines/,5273244,CamDavidsonPilon,https://pypi.org/user/CamDavidsonPilon/
wncc,Weighted and masked normalized cross-correlation.,https://pypi.org/project/wncc/,21872,aplavin,https://pypi.org/user/aplavin/
Chips,Design hardware with Python,https://pypi.org/project/Chips/,36511,dawsonjon,https://pypi.org/user/dawsonjon/
open-telemetry-kit,Open source package for extracting and parsing telemetry associated with video streams and converting to common formats.,https://pypi.org/project/open-telemetry-kit/,51947,hivemapper,https://pypi.org/user/hivemapper/
pyBioTools,pyBioTools is a collection of python tools to manipulate biological sequences,https://pypi.org/project/pyBioTools/,18236,aleg,https://pypi.org/user/aleg/
pylogenetics,Phylogenetic analysis tools,https://pypi.org/project/pylogenetics/,31893,dewhite4,https://pypi.org/user/dewhite4/
exif2timestream,exif2timestream: Rename image files into a timestream from exif data.,https://pypi.org/project/exif2timestream/,112346,"kdmurray91,sarah.namin","https://pypi.org/user/kdmurray91/,https://pypi.org/user/sarah.namin/"
rsactftool,RSA attack tool (mainly for ctf) - retreive private key from weak public key and/or uncipher data,https://pypi.org/project/rsactftool/,3092,borari,https://pypi.org/user/borari/
scie2g,No project description provided,https://pypi.org/project/scie2g/,1330,ArianeMora,https://pypi.org/user/ArianeMora/
solaris,CosmiQ Works Geospatial Machine Learning Analysis Toolkit,https://pypi.org/project/solaris/,35168,"avanetten,dphogan,jshermeyer,nrweir","https://pypi.org/user/avanetten/,https://pypi.org/user/dphogan/,https://pypi.org/user/jshermeyer/,https://pypi.org/user/nrweir/"
qiutil,Quantitative Imaging helper utilities,https://pypi.org/project/qiutil/,103859,"ErikSegerdell,FredLoney","https://pypi.org/user/ErikSegerdell/,https://pypi.org/user/FredLoney/"
pysto,Miscellaneous image processing functions,https://pypi.org/project/pysto/,50239,rcasero,https://pypi.org/user/rcasero/
quippy-ase,ASE-compatible Python bindings for the QUIP and GAP codes,https://pypi.org/project/quippy-ase/,15500,jameskermode,https://pypi.org/user/jameskermode/
PyUnusedCodeBear,'PyUnusedCodeBear' bear for coala (http://coala.rtfd.org/),https://pypi.org/project/PyUnusedCodeBear/,139287,Adrianzatreanu,https://pypi.org/user/Adrianzatreanu/
spacy-nightly,Industrial-strength Natural Language Processing (NLP) in Python,https://pypi.org/project/spacy-nightly/,466500,"explosion,inesmontani","https://pypi.org/user/explosion/,https://pypi.org/user/inesmontani/"
modian,Simple python library for Boolean networks,https://pypi.org/project/modian/,34003,pauleve,https://pypi.org/user/pauleve/
tensorflow-serving-api,TensorFlow Serving Python API.,https://pypi.org/project/tensorflow-serving-api/,177207474,google_opensource,https://pypi.org/user/google_opensource/
fleet-x,No project description provided,https://pypi.org/project/fleet-x/,14841,qjing,https://pypi.org/user/qjing/
pymoa-remote,PyMoa-Remote is a library to remotely execute functions e.g. on a Raspberry Pi.,https://pypi.org/project/pymoa-remote/,1054,matham,https://pypi.org/user/matham/
tabview,A curses command-line CSV and list (tabular data) viewer,https://pypi.org/project/tabview/,421015,firecat53,https://pypi.org/user/firecat53/
tabular-toolbox,A library of extension and helper modules for tabular data base on python's machine learning frameworks.,https://pypi.org/project/tabular-toolbox/,4455,zetyun,https://pypi.org/user/zetyun/
exchange-calendars,exchange_calendars is a Python library with securities exchange calendars,https://pypi.org/project/exchange-calendars/,503265,gmanoim,https://pypi.org/user/gmanoim/
pandas,"Powerful data structures for data analysis, time series, and statistics",https://pypi.org/project/pandas/,1048417007,"jbrockmendel,jorisvandenbossche,jreback,jreback1,simonjayhawkins,tomaugspurger,wesm,willayd","https://pypi.org/user/jbrockmendel/,https://pypi.org/user/jorisvandenbossche/,https://pypi.org/user/jreback/,https://pypi.org/user/jreback1/,https://pypi.org/user/simonjayhawkins/,https://pypi.org/user/tomaugspurger/,https://pypi.org/user/wesm/,https://pypi.org/user/willayd/"
toynn,DeepLearning Model Builder,https://pypi.org/project/toynn/,7006,kjchung495,https://pypi.org/user/kjchung495/
pylusat,Python for Land-use suitability analysis tools,https://pypi.org/project/pylusat/,16974,chj.chen,https://pypi.org/user/chj.chen/
asyncoro,"Python framework for concurrent, distributed, asynchronous network programming with coroutines, asynchronous completions and message passing.",https://pypi.org/project/asyncoro/,232412,"pgiri,studiawan","https://pypi.org/user/pgiri/,https://pypi.org/user/studiawan/"
ngsphy,phylogenomic simulation of NGS data,https://pypi.org/project/ngsphy/,69474,Merly.Escalona,https://pypi.org/user/Merly.Escalona/
craft-text-detector,Fast and accurate text detection library built on CRAFT implementation,https://pypi.org/project/craft-text-detector/,35112,fcakyon,https://pypi.org/user/fcakyon/
databuild,a build tool for data,https://pypi.org/project/databuild/,40250,curella.org,https://pypi.org/user/curella.org/
photocrawl,Analysis script of photography habits.,https://pypi.org/project/photocrawl/,7883,fsoubele,https://pypi.org/user/fsoubele/
transfertools,A compact Python toolbox for transfer learning.,https://pypi.org/project/transfertools/,3479,Vincent-Vercruyssen,https://pypi.org/user/Vincent-Vercruyssen/
reikna,GPGPU algorithms for PyCUDA and PyOpenCL,https://pypi.org/project/reikna/,80899,Manticore,https://pypi.org/user/Manticore/
Flat,Generative infrastructure for Python,https://pypi.org/project/Flat/,26470,juraj.sukop,https://pypi.org/user/juraj.sukop/
tarmac,Tools for processing and visualization markov chain samples,https://pypi.org/project/tarmac/,14829,peytondmurray,https://pypi.org/user/peytondmurray/
pykoala,KOALA,https://pypi.org/project/pykoala/,4517,geovations,https://pypi.org/user/geovations/
colcol,"A set of scripts to deal with color conversions, color transformations, and generating color scales.",https://pypi.org/project/colcol/,18676,mengqvist,https://pypi.org/user/mengqvist/
cypml,Machine learning baseline for crop yield forecasting,https://pypi.org/project/cypml/,2955,drpaudel,https://pypi.org/user/drpaudel/
uamutils,Python interface to Upper Atmosphere Model (UAM) binary data format,https://pypi.org/project/uamutils/,504,"artsky,zolotov","https://pypi.org/user/artsky/,https://pypi.org/user/zolotov/"
oceans,Misc functions for oceanographic data analysis,https://pypi.org/project/oceans/,42693,ocefpaf,https://pypi.org/user/ocefpaf/
argos-toolkit,Software utility for tracking multiple objects (animals) in a video.,https://pypi.org/project/argos-toolkit/,9220,subhacom,https://pypi.org/user/subhacom/
pimpleFlux,Python front-end of the pimpleFoam,https://pypi.org/project/pimpleFlux/,20519,alexey.petrov,https://pypi.org/user/alexey.petrov/
pyosci,Readout a TektronixDPO4104B oscilloscope,https://pypi.org/project/pyosci/,25335,Achim.Stl,https://pypi.org/user/Achim.Stl/
astroNN,Deep Learning for Astronomers with Tensorflow,https://pypi.org/project/astroNN/,9440,henrysky,https://pypi.org/user/henrysky/
pyinvesting,Investing.com API - Market and historical data downloader,https://pypi.org/project/pyinvesting/,4518,crapher,https://pypi.org/user/crapher/
gtAI,To estimate the tRNA adaptation index (tAI),https://pypi.org/project/gtAI/,3248,aliyoussef96,https://pypi.org/user/aliyoussef96/
openschemas,openschemas python helper functions for schemaorg schemas,https://pypi.org/project/openschemas/,4847,vsochat,https://pypi.org/user/vsochat/
dbr,"Dynamsoft Barcode Reader SDK is available for Windows, Linux(x64/ARM64), macOS, and Raspberry Pi OS, supporting linear barcode, QR Code, DataMatrix, MaxiCode, PDF417, etc.",https://pypi.org/project/dbr/,158512,yushulx,https://pypi.org/user/yushulx/
CatKit-utils,Utilities for CatKit.,https://pypi.org/project/CatKit-utils/,16684,jboes,https://pypi.org/user/jboes/
guide-bot,Neutron guide optimization package,https://pypi.org/project/guide-bot/,3597,mbertelsen,https://pypi.org/user/mbertelsen/
pykuwahara,Kuwahara filter in python,https://pypi.org/project/pykuwahara/,2976,yoch,https://pypi.org/user/yoch/
voprov,"A library for IVOA Provenance Data Model supporting PROV-JSON, PROV-XML and PROV-N",https://pypi.org/project/voprov/,1555,sanguillon,https://pypi.org/user/sanguillon/
plotbook,Generate automatic plot for pandas DataFrame,https://pypi.org/project/plotbook/,3423,shifwang,https://pypi.org/user/shifwang/
gtracr,A GPU-based simulation that tracks cosmic rays from any location on Earth.,https://pypi.org/project/gtracr/,8255,kwat0308,https://pypi.org/user/kwat0308/
forceatlas2-python,scRNA-Seq analysis tools that scale to millions of cells,https://pypi.org/project/forceatlas2-python/,8254,"bigbadbo,dragonseyes,jgould","https://pypi.org/user/bigbadbo/,https://pypi.org/user/dragonseyes/,https://pypi.org/user/jgould/"
lea,Discrete probability distributions in Python,https://pypi.org/project/lea/,240828,pdenis,https://pypi.org/user/pdenis/
PySpeedup,A multiprocess framework for efficient calculations.,https://pypi.org/project/PySpeedup/,77335,ChrisDusold,https://pypi.org/user/ChrisDusold/
phykit,No project description provided,https://pypi.org/project/phykit/,20836,JLSteenwyk,https://pypi.org/user/JLSteenwyk/
openfisca-nsw-ess-nabers,An OpenFisca extension that adds some variables to an already-existing tax and benefit system,https://pypi.org/project/openfisca-nsw-ess-nabers/,971,saraf,https://pypi.org/user/saraf/
climata,"Loads climate and hydrology data from ACIS (NOAA RCCs), CoCoRaHS, Hydromet (USBR), SNOTEL AWDB (NRCS) and NWIS (USGS).",https://pypi.org/project/climata/,45631,sheppard,https://pypi.org/user/sheppard/
biscot,Bionano SCaffolding Correction Tool,https://pypi.org/project/biscot/,7730,bistace,https://pypi.org/user/bistace/
sleepytimes,"Tools for EEG, ECoG, iEEG, especially for sleep",https://pypi.org/project/sleepytimes/,10921,joburn,https://pypi.org/user/joburn/
